OCANumber,IncidentFromDate,IncidentFromTime,IncidentToDate,IncidentToTime,OffenseCode,Offense Description,CaseStatus,CaseDisposition,LocationCode,PatrolZone,LocationLandmark,LocationStreetNumber,LocationDirectional,LocationStreet,LocationLatitude,LocationLongitude,CreatedSource
18040851,04/20/2018,15:56:00,04/20/2018,21:50:00,4801,Resisting Officer/Arrest,Closed/Cleared,Cleared by Arrest,ONCAM,Z2,Montgomery Knight Building  (SST II)   101   Z2,270,,Ferst Drive  NW,33.771912556799997,-84.3960731154,1
18040889,04/26/2018,11:40:00,04/26/2018,11:45:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z4,Area 1 Operations And Maintenance,831,,Marietta Street NW,33.7753011515,-84.4058488497,1
18050942,05/02/2018,02:27:00,05/02/2018,02:38:00,5707,Criminal Trespass,Closed/Cleared,Prosecution Declined,ONCAM,Z2,Library,241,,Bobby Dodd Way  NW,33.77379,-84.39206,1
18050973,05/04/2018,21:30:00,05/04/2018,21:46:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z1,Zeta Beta Tau,160,,Sixth Street  NW,33.777886215300001,-84.392467944299995,1
18050987,05/05/2018,17:00:00,05/05/2018,19:00:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,McCamish Pavilion,965,,Fowler Street  NW,33.776990,-84.393645,1
18051025,05/10/2018,02:08:00,05/10/2018,03:30:00,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,NONCAM,Z2,North Avenue  NW at Luckie Street  NW,,,,33.770894,-84.395751,1
18051035,05/09/2018,11:00:00,05/11/2018,08:26:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,O'Keefe Building   33   Z1,151,,Sixth Street   NW,33.7738,-84.3945,1
18051070,04/30/2018,12:00:00,04/30/2018,12:05:00,2308,Larceny - From Building,Further Investigation,,ONCAM,Z2,Clough Building,266,,Fourth Street  NW,,,1
18040725,04/07/2018,18:00:00,04/07/2018,18:10:00,5707,Criminal Trespass,Closed/Cleared,Cleared by Arrest,ONCAM,Z2,Barrel House Restuarant,22,,Fifth Street NW,,,1
18040737,03/27/2018,09:30:00,03/27/2018,10:30:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z4,Beringause Building,879,,Hemphill Avenue  NW,,,1
18040738,04/09/2018,10:30:00,04/09/2018,15:00:00,2205,Burglary - No Forced Entry -NonResidence,Closed/Cleared,Cleared by Arrest,ONCAM,Z3,Student Center   104   Z3,351,,Ferst Drive NW,33.7741360837,-84.398818020899995,1
18040783,04/13/2018,00:40:00,04/13/2018,01:26:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z4,Southern Regional Education Board,592,,Tenth Street NW,,,1
18040789,04/13/2018,16:45:00,04/13/2018,18:00:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z4,North Avenue Apartments,120,,North Avenue  NW,,,1
18040836,04/18/2018,17:36:00,04/18/2018,17:45:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z2,North Avenue Apartments,120,,North Avenue NW,,,1
18040868,04/23/2018,10:40:00,04/23/2018,11:14:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z3,Clough Undergraduate Learning Commons,266,,Fourth Street NW,,,1
18040887,04/25/2018,15:45:00,04/25/2018,16:45:00,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,NONCLERY,Z2,Spring Street  NW  @ Ponce De Leon Ave  NW,,,,,,1
18040895,04/24/2018,01:02:00,04/26/2018,18:30:00,9999,Non-Crime (not reported to state),Inactive,,ONCAM,Z1,Beringause Building,879,,Hemphill Avenue NW,,,1
18040909,04/27/2018,22:35:00,04/27/2018,22:35:00,9999,Non-Crime (not reported to state),Closed/Cleared,,PUB,Z4,Marietta Street  NW @ Means Street  NW,,,,,,1
18040929,04/30/2018,18:34:00,04/30/2018,19:11:00,9999,Non-Crime (not reported to state),Closed/Cleared,,NONCAM,OFFCAM,,307,,TENTH ST NW,,,1
18050932,05/01/2018,03:13:00,05/01/2018,04:00:00,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,PUB,Z2,,,,,,,1
18050991,05/06/2018,01:40:00,,,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,Beringause Building   46   Z1,879,,Hemphill Avenue  NW,33.778956412500001,-84.401314659600004,1
18051027,05/10/2018,10:00:00,,,9999,Non-Crime (not reported to state),Inactive,,ONCAM,Z2,Outer Drive between Uncle Heinie Way & North Ave,,,,,,1
18051077,05/14/2018,20:30:00,05/16/2018,08:15:00,2305,Larceny - Articles from Vehicle,Further Investigation,,ONCAM,Z1,Kappa Sigma Fraternity   311   Z1,182,,Sixth Street NW,33.777920385900003,-84.393200189599995,1
18051085,05/16/2018,19:34:00,05/16/2018,19:45:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,Klaus Building,266,,Ferst Drive  NW,,,1
