OCANumber,IncidentFromDate,IncidentFromTime,IncidentToDate,IncidentToTime,OffenseCode,Offense Description,CaseStatus,CaseDisposition,LocationCode,PatrolZone,LocationLandmark,LocationStreetNumber,LocationDirectional,LocationStreet,LocationLatitude,LocationLongitude,CreatedSource
18010001,01/01/2018,02:00:00,01/01/2018,03:00:00,2204,Burglary - No Forced Entry - Residence,Closed/Cleared,Cleared by Arrest,ONCAMRES,Z3,Pi Kappa Phi Fraternity,220,,Ferst Drive  NW,33.781552,-84.404199,1
18010021,01/07/2018,00:36:00,01/07/2018,00:45:00,3562,Marijuana - Possession of,Closed/Cleared,Cleared by Arrest,PUB,OFFCAM,Tenth Street  NW and Fowler Street  NW,,,,,,1
18010033,01/09/2018,19:57:00,01/09/2018,21:30:00,2317,Larceny - Bicycle,Closed/Cleared,Cleared by Arrest,ONCAM,Z2,Schellar College of Business,800,,W. Peachtree Street  NE,,,1
18010041,01/10/2018,16:44:00,01/10/2018,17:05:00,9999V,,Closed/Cleared,,ONCAM,Z2,,,,,,-84.38863,1
18010098,01/19/2018,22:42:00,01/20/2018,00:45:00,9999F,,Closed/Cleared,,ONCAMRES,Z4,Folk Residence Hall,531,,Turner Place NW,,,1
18010115,01/23/2018,07:45:00,01/23/2018,08:30:00,2308,Larceny - From Building,Closed/Cleared,Unfounded,ONCAMRES,Z2,Glenn Residence Hall   16   Z2,118,,Bobby Dodd Way NW,33.773422072599999,-84.3916112016,1
18010131,01/25/2018,08:15:00,01/25/2018,09:20:00,9999,Non-Crime (not reported to state),Further Investigation,,PUB,Z2,Fifth Street Bridge   385   Z2,,,Fifth Street NW @ I-75/85,33.776895,-84.390873,1
18010152,01/28/2018,01:16:00,01/28/2018,02:00:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z3,Student Center   104   Z3,351,,Ferst Drive NW,33.7741360837,-84.398818020899995,1
18020233,02/09/2018,17:18:00,02/09/2018,17:50:00,3562,Marijuana - Possession of,Closed/Cleared,Prosecution Declined,ONCAMRES,Z2,North Avenue Apartments - South,120,,North Avenue  NW,33.76932,-84.39182,1
18020307,02/19/2018,13:00:00,02/19/2018,13:05:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Libary,704,,Cherry Street NW,,,1
18020347,02/22/2018,19:06:00,02/22/2018,22:18:00,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,PUB,Z2,North Avenue  NW  at Spring Street  NW,,,,,,1
18020368,02/24/2018,00:41:00,02/24/2018,02:45:00,9999W,,Closed/Cleared,Cleared by Arrest,ONCAM,Z1,Waffle House,66,,Fifth Street NW,,,1
18020381,02/23/2018,20:00:00,02/25/2018,13:00:00,2399,Larceny Offense Free Text,Inactive,,ONCAMRES,Z4,Maulding Residence Hall,501,,Sixth Street  NW,33.777007,-84.405706,1
18010063,01/13/2018,03:17:00,01/13/2018,04:03:00,4104,Liquor - Possession Of,Closed/Cleared,Prosecution Declined,ONCAMRES,Z2,Smith Residence Hall,630,,Williams Street NW,,,1
18010138,01/25/2018,23:20:00,01/25/2018,23:45:00,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,PUB,OFFCAM,Northside Drive  NW @ 8th Street  NW,,,,,,1
18010159,01/29/2018,21:37:00,01/29/2018,22:29:00,3562,Marijuana - Possession of,Closed/Cleared,Prosecution Declined,ONCAM,Z2,Hanson Residence Hall,109,,Bobby Dodd Way  NW,33.7741941966,-84.390936214000007,1
18010161,01/28/2018,16:00:00,01/30/2018,07:30:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Bobby Dodd Stadium,155,,North Avenue  NW,33.771865,-84.393316,1
18020180,02/01/2018,11:30:00,02/01/2018,12:20:00,2308,Larceny - From Building,Further Investigation,,ONCAM,Z4,West Village Dining Commons,532,,Eighth Street NW,,,1
18020212,02/06/2018,01:00:00,02/06/2018,01:30:00,9999,Non-Crime (not reported to state),Further Investigation,,ONCAM,Z1,Beringause Building   46   Z1,879,,Hemphill Avenue NW,33.778956412500001,-84.401314659600004,1
18020231,02/08/2018,20:00:00,02/08/2018,21:30:00,2308,Larceny - From Building,Closed/Cleared,Unfounded,ONCAM,Z4,Campus Recreation Center,750,,Ferst Drive  NW,33.775464005800004,-84.403499012599994,1
18020263,02/13/2018,22:50:00,02/14/2018,00:01:00,9999W,,Closed/Cleared,Cleared by Arrest,PUB,Z3,Bobby Dodd Way @ Powerplant Drive,,,,,,1
18030433,03/02/2018,23:09:00,03/03/2018,00:40:00,5404,Driving Under the Influence of Alcohol,Closed/Cleared,Cleared by Arrest,PUB,OFFCAM,Fourteenth Street  NW @ State Street  NW,,,,,,1
18030440,03/04/2018,00:52:00,03/04/2018,01:35:00,9999F,,Closed/Cleared,,ONCAMRES,Z4,Fulmer Residence Hall,871,,McMillan Street  NW,33.778647731100001,-84.403883816000004,1
18030451,03/05/2018,22:22:00,03/06/2018,00:11:00,9999W,,Closed/Cleared,Cleared by Arrest,ONCAM,Z2,NAA Dining Hall,120,,North Avenue,33.77101,-84.3913,1
18030526,03/15/2018,20:20:00,03/15/2018,20:22:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Barnes and Noble Bookstore,48,,Fifth Street NW,,,1
18010092,01/18/2018,19:21:00,01/18/2018,,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,PUB,Z1,Tenth Street  NW at Atlantic Drive  NW,,,,33.781541,-84.399159,1
18010118,01/12/2018,16:00:00,01/23/2018,16:08:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Skiles Classroom Building,686,,Cherry Street  NW,,,1
18020198,02/03/2018,00:01:00,02/03/2018,01:00:00,2399,Larceny Offense Free Text,Closed/Cleared,Unfounded,ONCAM,Z2,,154,,Fifth Street NW,33.7745062595,-84.39133,1
18020202,02/03/2018,18:28:00,02/03/2018,19:53:00,9999,Non-Crime (not reported to state),Closed/Cleared,,PUB,OFFCAM,75/85 Northbound,,,,,,1
18020222,01/24/2018,12:00:00,01/24/2018,12:05:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,,,,Fifth Street @ Techwood Drive NW,33.776916,-84.392120,1
18020356,02/20/2018,17:00:00,02/22/2018,12:00:00,2205,Burglary - No Forced Entry -NonResidence,Inactive,,ONCAM,Z2,Library-East Tower (Crosland)   100   Z2,241,,Bobby Dodd Way NW,33.7744717413,-84.3949261732,1
18020361,02/19/2018,21:00:00,02/19/2018,21:05:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Brittain Recreation Facility,649,,Techwood Drive NW,,,1
18020362,02/22/2018,15:00:00,02/22/2018,16:20:00,2317,Larceny - Bicycle,Inactive,,ONCAM,Z4,CRC,750,,Ferst Drive NW,,,1
18020376,02/25/2018,15:55:00,02/25/2018,16:05:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z2,NAA South,120,,North Avenue  NW,33.76932,-84.39182,1
18020407,02/28/2018,18:28:00,02/28/2018,18:54:00,9999V,,Closed/Cleared,,ONCAMRES,Z1,Family Apartments,251,,Tenth Street  NW,,,1
18030510,03/14/2018,07:37:00,03/14/2018,07:37:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z3,Pi Kappa Phi Fraternity,220,,Ferst Drive  NW,33.7766739637,-84.3943048516,1
18030569,03/22/2018,15:14:00,03/22/2018,15:38:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Cloudman Residence Hall   13  Z2,661,,Techwood Drive NW,33.772797287899998,-84.391622187999999,1
18030581,02/22/2018,12:50:00,03/23/2018,07:00:00,9999,Non-Crime (not reported to state),Closed/Cleared,,PUB,Z3,Beringause Building   46   Z1,879,,Hemphill Avenue NW,33.778956412500001,-84.401314659600004,1
18010019,01/06/2018,13:30:00,01/06/2018,13:45:00,8399,,Closed/Cleared,Prosecution Declined,ONCAMRES,Z2,Glenn Residence Hall,118,,Bobby Dodd Way  NW,,,1
18010037,01/01/2018,13:00:00,,,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z4,Crecine Residence Hall   131   Z4,900,,Hemphill Avenue NW,33.780057100599997,-84.403518928400004,1
18010060,01/13/2018,01:20:00,01/13/2018,02:00:00,4104,Liquor - Possession Of,Closed/Cleared,Prosecution Declined,PUB,Z3,,,,Ferst Drive @ Hemphill Avenue NW,33.778497,-84.401370,1
18010133,01/23/2018,16:30:00,01/23/2018,20:00:00,2308,Larceny - From Building,Closed/Cleared,Unfounded,ONCAM,Z3,Klaus Advanced Computing Building,266,,Ferst Drive  NW,,,1
18010145,01/26/2018,22:15:00,01/26/2018,22:25:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z4,Campus Recreation Center,750,,Ferst Drive NW,,,1
18020176,01/31/2018,16:45:00,02/01/2018,09:00:00,2308,Larceny - From Building,Inactive,,ONCAM,Z2,Scheller College of Business,800,,West Peachtree Street NW,33.776280525200001,-84.3880186544,1
18020191,02/02/2018,15:15:00,02/02/2018,15:45:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Clough Undergraduate Learning Commons,266,,Fourth Street NW,33.774681795699998,-84.396379388400007,1
18020213,02/06/2018,09:30:00,02/06/2018,10:00:00,2399,Larceny Offense Free Text,Closed/Cleared,Unfounded,ONCAM,Z1,O'Keefe Building   33   Z1,151,,Sixth Street NW,33.7738,-84.3945,1
18020259,02/13/2018,11:48:00,02/13/2018,11:48:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z4,Student Health Center,740,,Ferst Drive  NW,33.7748336563,-84.40311079,1
18020270,02/15/2018,08:15:00,02/15/2018,08:15:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Technology Square Parking Deck,770,,Spring Street  NW,33.775586617599998,-84.389475466600004,1
18020370,02/23/2018,19:30:00,02/24/2018,11:11:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z3,Student Center,351,,Ferst Drive  NW,33.778956412500001,-84.401314659600004,1
18020375,02/25/2018,14:20:00,02/25/2018,14:50:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Skiles Classroom Building,686,,Cherry Street  NW,33.773603901800001,-84.396244826,1
18010034,01/09/2018,21:00:00,01/09/2018,21:44:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,Ford Envir. Science & Technology,311,,Ferst Drive  NW,33.778896623599998,-84.396036089199995,1
18010068,01/14/2018,02:00:00,01/14/2018,02:50:00,4104,Liquor - Possession Of,Closed/Cleared,Prosecution Declined,ONCAMRES,Z2,Towers Residence Hall   15   Z2,112,,Bobby Dodd Way NW,33.773432325900004,-84.391000115200001,1
18010071,01/14/2018,21:06:00,01/14/2018,21:20:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z1,Family Apartments,251,,Tenth Street  NW,,,1
18010082,01/17/2018,09:15:00,01/17/2018,17:15:00,2305,Larceny - Articles from Vehicle,Inactive,,ONCAM,Z2,Peters Parking Deck,749,,Fowler Street  NW,,,1
18010090,01/18/2018,16:45:00,,,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,PUB,Z2,Fifth Street  NW @ Spring Street  NW,,,,33.775887,-84.388809,1
18010106,01/21/2018,01:08:00,,,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z2,Brown Residence Hall   7  Z2,625,,Techwood Drive NW,33.771679380099997,-84.391821865500006,1
18010126,01/24/2018,14:06:00,01/24/2018,14:06:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z3,Beringause Building,879,,Hemphill Avenue NW,33.778956412500001,-84.401314659600004,1
18010146,01/27/2018,00:41:00,01/27/2018,02:30:00,5404,Driving Under the Influence of Alcohol,Closed/Cleared,Cleared by Arrest,NONCLERY,OFFCAM,14th Street  NW @ Williams Street  NW,,,,,,1
18020177,01/23/2018,13:00:00,02/01/2018,12:00:00,9999,Non-Crime (not reported to state),Further Investigation,,ONCAM,Z1,Beringause Building   46   Z1,879,,Hemphill Avenue NW,33.778956412500001,-84.401314659600004,1
18020205,02/04/2018,04:43:00,02/04/2018,05:03:00,5404,Driving Under the Influence of Alcohol,Closed/Cleared,Cleared by Arrest,PUB,Z2,Spring Street @ Fifth Street,,,,33.775887,-84.388809,1
18020225,02/08/2018,15:00:00,02/08/2018,15:00:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,College of Computing,801,,Atlantic Dr. NW,,,1
18010032,01/09/2018,13:00:00,01/09/2018,16:45:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Clough Commons,266,,4th Street NW,,,1
18010117,01/23/2018,14:35:00,01/23/2018,14:55:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Delta Sigma Phi House,165,,Fourth Street,,,1
18020189,01/31/2018,10:00:00,01/31/2018,10:00:00,9999,Non-Crime (not reported to state),Inactive,,ONCAM,Z2,Techwood Drive @ Bobby Dodd Way  Z2,,,Techwood Drive @ Bobby Dodd Way NW,33.773942,-84.392003,1
18020204,02/04/2018,02:19:00,02/04/2018,02:28:00,5314,Loitering Violation,Closed/Cleared,Cleared by Arrest,ONCAM,Z2,North Avenue Apartments,120,,North Avenue  NW,33.771310,-84.392067,1
18020224,02/08/2018,13:00:00,02/08/2018,13:30:00,9999,Non-Crime (not reported to state),Closed/Cleared,,PUB,Z1,,,,14th Street at State,33.778956412500001,-84.401314659600004,1
18020244,02/11/2018,19:00:00,02/11/2018,19:00:00,9999,Non-Crime (not reported to state),Closed/Cleared,,PUB,Z1,Ethel Street @ Hemphill Avenue,,,,,,1
18020329,02/20/2018,23:43:00,02/21/2018,00:54:00,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,PUB,Z2,West Peachtree Street  NW at North Avenue  NW,,,,,,1
18030502,03/13/2018,11:15:00,03/13/2018,11:28:00,9999,Non-Crime (not reported to state),Further Investigation,,ONCAM,Z2,Library,704,,Cherry Street NW,,,1
18030522,03/15/2018,15:45:00,03/15/2018,15:55:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,North Avenue NW @ Techwood Drive NW,,,,,,1
18030586,03/23/2018,23:38:00,03/24/2018,00:40:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,,,,Fifth Street NW / Williams Street NW,,,1
18030615,03/27/2018,09:07:00,03/27/2018,09:50:00,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,PUB,Z1,,,,,,,1
18030621,01/20/2018,08:30:00,02/05/2018,13:45:00,2317,Larceny - Bicycle,Inactive,,ONCAM,Z3,Clough Building,266,,Fourth Street  NW,33.7741360837,-84.398818020899995,1
18030641,03/28/2018,23:40:00,03/29/2018,23:59:00,4104,Liquor - Possession Of,Closed/Cleared,Prosecution Declined,ONCAM,Z2,Peters Parking Deck,749,,Fowler Street  NW,33.774974616999998,-84.393527398299995,1
18010027,01/08/2018,14:07:00,01/08/2018,14:07:00,9999,Non-Crime (not reported to state),Closed/Cleared,Cleared by Arrest,ONCAM,Z1,Ford Environmental  Science & Technology,311,,Ferst Drive NW,,,1
18010047,01/10/2018,17:30:00,01/11/2018,06:00:00,2902,Damage to Property - Private,Further Investigation,,NONCAM,Z2,Delta Sigma Phi Fraternity,165,,4th Street  NW,,,1
18010085,01/17/2018,23:00:00,01/18/2018,03:24:00,9999,Non-Crime (not reported to state),Closed/Cleared,,oncamres,Z2,Alpha Chi Omega Sorority,741,,Brittain Drive  NW,33.7748952951,-84.3928284945,1
18010103,01/20/2018,21:14:00,01/20/2018,21:21:00,2803,Theft by Receiving Stolen Property,Closed/Cleared,Cleared by Arrest,PUB,OFFCAM,Northside Drive  NW @ Lambert Street  NW,,,,,,1
18010119,01/23/2018,17:35:00,01/23/2018,17:35:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,Nanotechnology Building,345,,Ferst Drive NW,,,1
18010123,01/24/2018,09:31:00,01/24/2018,10:09:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z1,Family Apartments   180   Z1,251,,Tenth Street NW,33.782380022799998,-84.395955559699999,1
18010143,01/21/2018,13:00:00,01/26/2018,17:57:00,9999,Non-Crime (not reported to state),Closed/Cleared,Prosecution Declined,ONCAM,Z2,Smith Lot Behind Brown Residence Hall,600,BK,Techwood Drive,,,1
18010158,01/29/2018,17:20:00,01/29/2018,17:27:00,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,ONCAM,Z2,,,,Techwood Drive NW / North Avenue NW,33.771310,-84.392067,1
18020260,02/13/2018,12:50:00,,,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z4,Student Health Center   177   Z4,740,,Ferst Drive NW,33.774833656299997,-84.403110789999999,1
18020269,02/15/2018,03:50:00,02/15/2018,03:54:00,9999,Non-Crime (not reported to state),Closed/Cleared,,NONCAM,Z3,Pi Kappa Alpha Fraternity,260,,Ferst Drive NW,33.77673,-84.3952623,1
18020336,02/22/2018,01:14:00,02/22/2018,01:40:00,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,PUB,OFFCAM,Northside Drive  NW @ 14th Street  NW,,,,,,1
18020342,02/22/2018,13:30:00,02/22/2018,14:30:00,9999,Non-Crime (not reported to state),Further Investigation,,ONCAM,Z1,Motor Pool Building Lot,306,,Tenth Street NW,33.780988,-84.397385,1
18010094,01/18/2018,15:00:00,01/19/2018,14:00:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z3,Boggs Building,770,,State Street  NW,,,1
18010137,01/25/2018,22:16:00,01/25/2018,22:25:00,3562,Marijuana - Possession of,Closed/Cleared,Prosecution Declined,PUB,OFFCAM,Northside Drive  NW @ 14th Street  NW,,,,,,1
18020188,02/01/2018,08:00:00,02/02/2018,07:00:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,O'keefe West Lot,151,,Sixth Street,,,1
18020200,02/03/2018,18:35:00,02/03/2018,,2902,Damage to Property - Private,Further Investigation,,ONCAM,Z1,O'Keefe Building,151,,Sixth Street  NW,33.7738,-84.3945,1
18020209,02/05/2018,17:50:00,02/05/2018,17:53:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Scheller College of Business   172   Z2,800,,West Peachtree Street NW,33.776280525200001,-84.3880186544,1
18020214,02/06/2018,18:00:00,02/06/2018,18:42:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Technology Square Research Building,85,,Fifth Street NW,,,1
18020220,02/07/2018,18:36:00,02/07/2018,18:45:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z3,Howey Physics Building,800,,Atlantic Drive  NW,,,1
18020229,02/09/2018,10:47:00,,,4899,Obstructing Police Offense Free Text,Closed/Cleared,Cleared by Arrest,ONCAM,Z2,Barnes and Noble Bookstore 172  Z2,48,,Fifth Street  NW,33.77668,-84.38863,1
18020240,02/11/2018,00:22:00,,,4104,Liquor - Possession Of,Closed/Cleared,Prosecution Declined,ONCAMRES,Z4,Woodruff Residence Hall   116   Z4,890,,Curran Street NW,33.7791074274,-84.406624872899997,1
18020245,02/10/2018,12:00:00,02/10/2018,18:00:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z4,West Village Dining Commons,532,,Eighth Street  NW,,,1
18020249,02/12/2018,00:49:00,02/12/2018,01:34:00,3562,Marijuana - Possession of,Closed/Cleared,Cleared by Arrest,NONCLERY,Z1,Fourteenth Street @ Techwood Drive,,,,,,1
18020298,02/17/2018,20:10:00,02/17/2018,20:21:00,9999,Non-Crime (not reported to state),Closed/Cleared,,PUB,Z1,Ferst Drive  NW and Fowler Street  NW,,,,33.778956412500001,-84.401314659600004,1
18010014,01/04/2018,16:07:00,01/04/2018,16:07:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z3,Tech Green @ Campanile,,,,33.77464,-84.39732,1
18010076,01/16/2018,12:53:00,01/16/2018,12:53:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,,Student Center   104   Z3,351,,Ferst Drive NW,33.7741360837,-84.398818020899995,1
18020186,02/01/2018,21:27:00,02/01/2018,21:45:00,9999W,,Closed/Cleared,Cleared by Arrest,PUB,OFFCAM,Northside Drive  NW @ Sixteenth Street  NW,,,,,,1
18020193,02/02/2018,19:43:00,02/02/2018,19:44:00,9999,Non-Crime (not reported to state),Closed/Cleared,,PUB,Z1,Tenth Street  NW @ Hemphill Avenue  NW,,,,,,1
18020218,02/07/2018,11:15:00,02/07/2018,11:20:00,9999,Non-Crime (not reported to state),Further Investigation,,ONCAM,Z3,Student Center   104   Z3,351,,Ferst Drive NW,33.7741360837,-84.398818020899995,1
18020308,02/19/2018,13:35:00,02/19/2018,13:40:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z3,College of Computing,800,,Atlantic Drive NW,,,1
18020328,02/20/2018,22:44:00,02/20/2018,23:01:00,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,PUB,Z1,Tenth Street NW / Fowler Street NW,,,,,,1
18020348,02/22/2018,21:02:00,02/22/2018,21:03:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z3,Student Center Commons,351,NW,Ferst Drive NW,,,1
18020385,02/26/2018,11:19:00,02/26/2018,11:19:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,O'Keefe Building,151,,Sixth Street  NW,33.7738,-84.3945,1
18030449,03/05/2018,19:40:00,03/05/2018,19:50:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z4,Fitten Residence Hall,855,,McMillan Street NW,33.778221436199999,-84.403734721800006,1
18030480,03/05/2018,11:35:00,03/10/2018,15:08:00,2317,Larceny - Bicycle,Inactive,,ONCAM,Z2,NAA Dining Hall,120,,North Avenue NW,33.77101,-84.3913,1
18030565,03/21/2018,16:21:00,03/21/2018,16:30:00,9999,Non-Crime (not reported to state),Closed/Cleared,,NONCLERY,Z1,,,, Perry Blvd. and Johnson Rd.,,,1
18040678,04/02/2018,15:10:00,04/02/2018,15:45:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,O'Keefe Building,151,,Sixth Street NW,33.7738,-84.3945,1
18010011,01/03/2018,17:30:00,01/03/2018,17:30:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,Sixth Street @ Fowler Street,,,Sixth Street,,,1
18010036,01/10/2018,11:11:00,,,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,Zelnak Basketball Practice Facility,965,,Fowler Street NW,,,1
18010050,01/12/2018,06:06:00,01/12/2018,06:06:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z2,NAA North  191  Z2,120,,North Avenue  NW,33.77058,-84.39095,1
18010150,01/28/2018,00:45:00,01/28/2018,02:40:00,9999W,,Closed/Cleared,Cleared by Arrest,ONCAM,Z2,,,,,33.775156,-84.391976,1
18020292,02/16/2018,23:38:00,02/16/2018,23:59:00,4104,Liquor - Possession Of,Closed/Cleared,Prosecution Declined,ONCAM,Z4,,,,Hemphill Avenue NW / Ninth Street NW,,,1
18020317,02/20/2018,03:08:00,02/20/2018,03:30:00,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,PUB,Z1,Tenth Street @ State Street,,,,,,1
18020366,02/24/2018,23:58:00,02/25/2018,00:09:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,Stamps Field,750,,Ferst Drive Nw,,,1
18020406,02/28/2018,15:00:00,02/28/2018,15:00:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Library,704,,Cherry Street  NW,,,1
18030417,03/01/2018,17:07:00,03/01/2018,17:28:00,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,NONCAM,Z4,,,,Tenth Street @ Northside Drive NW,,,1
18030505,03/13/2018,19:30:00,03/13/2018,20:00:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z2,Cloudman Residence Hall,661,,Techwood Drive NW,33.772797287899998,-84.391622187999999,1
18030511,03/14/2018,10:54:00,03/14/2018,11:30:00,8399,,Closed/Cleared,Prosecution Declined,ONCAM,Z2,Library   77   Z2,704,,Cherry Street  NW,33.774317321700003,-84.395723825199994,1
18030538,03/16/2018,20:00:00,03/16/2018,20:15:00,5707,Criminal Trespass,Closed/Cleared,Cleared by Arrest,ONCAM,,Technology Square Research Building,85,,Fifth Street NW,,,1
18030638,03/28/2018,16:20:00,03/28/2018,18:00:00,2902,Damage to Property - Private,Further Investigation,,ONCAM,Z2,Technology Square Parking Deck,800,,Spring Street  NW,33.778956412500001,-84.401314659600004,1
18010042,01/10/2018,09:30:00,01/10/2018,09:31:00,1313,Simple Assault/Battery,Inactive,,NONCAM,Z2,,155,,North Avenue NW,,,1
18010077,01/08/2018,14:30:00,01/16/2018,16:46:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,,,,,,,1
18010153,01/28/2018,03:15:00,01/28/2018,03:29:00,5404,Driving Under the Influence of Alcohol,Closed/Cleared,Cleared by Arrest,PUB,Z1,Ferst Drive  NW @ Fowler Street  NW,,,,,,1
18010173,01/31/2018,10:00:00,01/31/2018,10:10:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Campus Recreation Center,750,,Ferst Drive  NW,,,1
18020185,02/01/2018,17:40:00,02/01/2018,18:35:00,9999V,,Closed/Cleared,,PUB,Z2,,,,North Avenue @ Techwood Drive NW,,,1
18020236,02/09/2018,22:32:00,02/09/2018,22:50:00,3562,Marijuana - Possession of,Closed/Cleared,Prosecution Declined,ONCAMRES,Z1,Graduate Living Center,301,,Tenth Street NW,,,1
18020281,02/16/2018,04:38:00,02/16/2018,04:38:00,9999,Non-Crime (not reported to state),Closed/Cleared,,NONCLERY,OFFCAM,Westin Hotel,210,,Peachtree Street NW,,,1
18020294,02/17/2018,02:17:00,02/17/2018,02:45:00,5499,Traffic Offense (describe offense),Closed/Cleared,,PUB,OFFCAM,Fourteenth Street  NW @ Techwood Drive  NW,,,,,,1
18020404,02/07/2018,18:00:00,02/07/2018,19:00:00,2308,Larceny - From Building,Inactive,,ONCAM,Z1,Ford Envir. Science & Technology,311,,Ferst Drive NW,,,1
18030579,03/23/2018,10:00:00,03/23/2018,10:30:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,State Street NW @ Ferst Drive NW,,,,33.780013433699999,-84.399502580299995,1
18040736,04/09/2018,07:40:00,04/09/2018,08:05:00,3699,Sex Offense Free Text,Inactive,,ONCAM,Z2,North Avenue Lot,200,,North Avenue NW,,,1
18040781,04/13/2018,01:10:00,04/13/2018,02:15:00,5404,Driving Under the Influence of Alcohol,Closed/Cleared,Cleared by Arrest,PUB,Z3,Clydeck   54  Z3,391,,Ferst Drive NW,33.774173099499997,-84.400583143299997,1
18040860,04/21/2018,02:57:00,04/21/2018,03:22:00,4104,Liquor - Possession Of,Closed/Cleared,Prosecution Declined,ONCAM,Z1,Ferst Drive  NW @ Dalney Street  NW,,,,33.778419,-84.399965,1
18010018,01/05/2018,16:51:00,01/05/2018,16:51:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z3,Ferst Drive NW near Cherry Emerson Building,,,,,,1
18010067,01/14/2018,00:20:00,01/14/2018,00:51:00,4803,Making A False Report/Giving False Information,Closed/Cleared,Cleared by Arrest,NONCLERY,OFFCAM,Northside Drive  NW @ Tenth Street  NW,,,,33.781583,-84.407442,1
